type,cle_de_rapprochement,producteur,ids_produits,libelles,prix_ht,sources,decision
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine de faisan au calvados,PÈRE ROUPSARD,PROD-0075 / PROD-0106,Terrine de faisan au Calvados 90 grs || Terrine de faisan au Calvados 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 84) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 115),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine de lapin au pommeau,PÈRE ROUPSARD,PROD-0078 / PROD-0100,Terrine de lapin au pommeau 90 grs || Terrine de lapin au pommeau 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 87) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 109),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine de lievre au calvados,PÈRE ROUPSARD,PROD-0076 / PROD-0105,Terrine de lièvre au Calvados 90 grs || Terrine de lièvre au Calvados 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 85) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 114),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine de truite fumee,MAISON SAINT LO,PROD-0179 / PROD-0199,Terrine de truite fumée 140 grs || Terrine de truite fumée 90 grs,4.9 / 3.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 188) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 208),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine pomme porc andouille,PÈRE ROUPSARD,PROD-0077 / PROD-0107,Terrine pomme porc andouille 90 grs || Terrine pomme porc andouille 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 86) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 116),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine porc camembert,PÈRE ROUPSARD,PROD-0083 / PROD-0102,Terrine porc camembert 90 grs || Terrine porc camembert 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 92) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 111),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine porc livarot,PÈRE ROUPSARD,PROD-0082 / PROD-0101,Terrine porc Livarot 90 grs || Terrine porc livarot 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 91) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 110),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine saumon fume,MAISON SAINT LO,PROD-0160 / PROD-0200,Terrine saumon fumé 180 grs || Terrine saumon fumé 90 grs,5.2 / 3.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 169) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 209),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,teurgoule cannelle,FERME DE LA CHOUQUERIE,PROD-0036 / PROD-0037 / PROD-0038,Teurgoule cannelle 280 g || Teurgoule cannelle 500 g || Teurgoule cannelle 740 g,3.82 / 6.34 / 8.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 45) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 46) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 47),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,teurgoule nature,FERME DE LA CHOUQUERIE,PROD-0033 / PROD-0034 / PROD-0035,Teurgoule nature 280 g || Teurgoule nature 500 g || Teurgoule nature 740 g,3.82 / 6.34 / 8.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 42) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 43) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 44),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,veloute de homard,PÈRE ROUPSARD TRAITEUR,PROD-0126 / PROD-0127,Velouté de homard 1 litre || Velouté de homard 50 cl,5.95 / 3.68,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 135) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 136),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,veloute de saumon,MAISON SAINT LO,PROD-0169 / PROD-0174,Velouté de saumon 740 ml || Velouté de saumon 480 ml,4.2 / 3.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 178) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 183),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,veloute de truite,MAISON SAINT LO,PROD-0170 / PROD-0175,Velouté de truite 740 ml || Velouté de truite 480 ml,4.2 / 3.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 179) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 184),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,vinaigre de cidre bio,MAISON HEROUT,PROD-0347 / PROD-0348,Vinaigre de cidre bio 25 cl || Vinaigre de cidre bio 50 cl,4.07 / 5.94,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 356) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 357),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,vrac beurre doux d isigny aop,CARAMELS D'ISIGNY,PROD-0583 / PROD-0594,11.VRAC BEURRE DOUX D’ISIGNY AOP || 22.VRAC BEURRE DOUX D’ISIGNY AOP,13.65 / 13.0,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 121 – LES CARAMELS EN VRAC (page 16)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 133 – LES CARAMELS EN VRAC (page 16)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,vrac beurre sale d isigny aop,CARAMELS D'ISIGNY,PROD-0576 / PROD-0581 / PROD-0582,5.VRAC BEURRE SALÉ D’ISIGNY AOP || 9.VRAC BEURRE SALÉ D’ISIGNY AOP || 10.VRAC BEURRE SALÉ D’ISIGNY AOP,13.65 / 13.0 / 13.65,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 110 – LES CARAMELS FONDANTS EN VRAC (page 15)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 119 – LES CARAMELS EN VRAC (page 16)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 120 – LES CARAMELS EN VRAC (page 16)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,vrac cafe,CARAMELS D'ISIGNY,PROD-0589 / PROD-0595,17.VRAC CAFÉ || 23.VRAC CAFÉ,13.65 / 13.0,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 127 – LES CARAMELS EN VRAC (page 16)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 134 – LES CARAMELS EN VRAC (page 16)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,vrac chocolat,CARAMELS D'ISIGNY,PROD-0587 / PROD-0596,15.VRAC CHOCOLAT || 24.VRAC CHOCOLAT,13.65 / 13.0,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 125 – LES CARAMELS EN VRAC (page 16)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 135 – LES CARAMELS EN VRAC (page 16)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,vrac noisette,CARAMELS D'ISIGNY,PROD-0577 / PROD-0588 / PROD-0597,6.VRAC NOISETTE || 16.VRAC NOISETTE || 25.VRAC NOISETTE,13.65 / 13.65 / 13.0,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 111 – LES CARAMELS FONDANTS EN VRAC (page 15)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 126 – LES CARAMELS EN VRAC (page 16)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 136 – LES CARAMELS EN VRAC (page 16)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
