id_produit,nom_produit,score_noblesse,score_valeur_percue,score_local,score_noel,score_logistique,score_personnalisation,score_qualite,score_marge,score_upsell,score_marge_commentaire,score_qualite_commentaire,statut,base_de_calcul
PROD-0333,Calvados AOC-XO hors d'âge 6 ans 150 cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (82.83 € HT) → 5 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0334,Calvados AOC-VSOP vielle réserve 4 ans 20 cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (11.33 € HT) → 4 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0335,Calvados AOC-VSOP vielle réserve 4 ans 35 cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (17.82 € HT) → 4 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0336,Calvados AOC-VSOP vielle réserve 4 ans 70 cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (30.70 € HT) → 5 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0337,Calvados AOC-VSOP vielle réserve 4 ans 150 cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (69.85 € HT) → 5 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0338,Calvados VS 2 ans 20 cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (9.57 € HT) → 3 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0339,Calvados VS 2 ans 70 cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (25.41 € HT) → 5 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0340,BLANCHE d'alambic bio 70 cl,5,5,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (23.65 € HT) → 4 ; spiritueux/vin de garde → +1
PROD-0341,BLANCHE d'alambic bio 20 cl,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (8.75 € HT) → 3 ; spiritueux/vin de garde → +1
PROD-0342,Pommeau bio 70 cl,5,5,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (15.18 € HT) → 4 ; spiritueux/vin de garde → +1
PROD-0343,pommeau bio 20 cl,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (6.27 € HT) → 3 ; spiritueux/vin de garde → +1
PROD-0344,Jus de pomme bio 25 cl,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.98 € HT) → 1
PROD-0345,Jus de pomme bio 100 cl,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.85 € HT) → 2
PROD-0346,jus de pomme bio 300 cl bib,3,3,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (9.68 € HT) → 3
PROD-0347,Vinaigre de cidre bio 25 cl,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.07 € HT) → 2
PROD-0348,Vinaigre de cidre bio 50 cl,3,3,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.94 € HT) → 3
PROD-0349,"Jus de pomme Pétillant bio ""Prout"" 75cl NOUVEAU",2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.52 € HT) → 2
PROD-0350,Cidre Cotentin extra brut 75 cl,2,2,3,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.80 € HT) → 2
PROD-0351,Cidre Cotentin extra brut selection 75 cl,3,3,3,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (7.60 € HT) → 3
PROD-0352,Cidre Cotentin brut 75 cl,2,2,3,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.80 € HT) → 2
PROD-0353,Cidre Cotentin brut 33 cl,1,1,3,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (2.25 € HT) → 1
PROD-0354,Cidre Cotentin demi-sec 75 cl,2,2,3,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.32 € HT) → 2
PROD-0355,Cidre Cotentin doux 75 cl,2,2,3,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.60 € HT) → 2
PROD-0356,Fine de Claids 35 cl 40°,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (18.00 € HT) → 4
PROD-0357,Calvados 5 ans 35cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (18.10 € HT) → 4 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0358,Calvados 5 ans 70cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (27.00 € HT) → 5 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0359,Calvados 7 ans 70cl,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (28.50 € HT) → 5 ; appellation protégée citée (Calvados (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0360,Fine de Claids 70 cl 40°,5,5,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (30.20 € HT) → 5
PROD-0361,Pommeau de Normandie 35 cl 17°,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (7.25 € HT) → 3 ; appellation protégée citée (Pommeau de Normandie (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0362,Pommeau de Normandie 70 cl 17°,5,5,5,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (11.35 € HT) → 4 ; appellation protégée citée (Pommeau de Normandie (AOC)) → +1 ; spiritueux/vin de garde → +1
PROD-0363,Apéro Claids 70 cl 12°,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (10.35 € HT) → 4
PROD-0364,"Liqueur 44 ""le chiffre Claids"" 35 cl 32°",4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (16.20 € HT) → 4
PROD-0365,"Liqueur 44 ""le chiffre Claids"" 70 cl 32°",5,5,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (25.50 € HT) → 5
PROD-0366,"""Keys' Claids"" 70 cl 41°",5,5,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (38.33 € HT) → 5
PROD-0367,Jus de pomme 100 cl,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.30 € HT) → 2
PROD-0368,Jus de pomme 25 cl,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.90 € HT) → 1
PROD-0369,Aigrette de Claids (vinaigre de cidre) 50 cl,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.15 € HT) → 2
PROD-0370,Crème de Calvados 70 cl,5,5,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (13.50 € HT) → 4 ; spiritueux/vin de garde → +1
PROD-0371,Crème de Calvados 35 cl,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (9.10 € HT) → 3 ; spiritueux/vin de garde → +1
PROD-0372,Liqueur 44 35 cl 40°,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (15.40 € HT) → 4
PROD-0373,Bière blonde 33 cl / 24 Au prés de ma blonde,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.96 € HT) → 1
PROD-0374,Bière blonde 75 cl / 9 Au prés de ma blonde,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.64 € HT) → 2
PROD-0375,Bière ambrée 33 cl / 24 Ambrée du hameau,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.96 € HT) → 1
PROD-0376,Bière ambrée 75 cl / 9 Ambrée du hameau,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.64 € HT) → 2
PROD-0377,Bière blanche 33 cl / 24 La Caennette,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.96 € HT) → 1
PROD-0378,Bière blanche 75 cl / 9 La Caennette,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.64 € HT) → 2
PROD-0379,Bière brune 33 cl / 24 Quai des brune,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.96 € HT) → 1
PROD-0380,Bière brune 75 cl / 9 Quai des brunes,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.64 € HT) → 2
PROD-0381,Bière triple 33 cl / 24 Triple à la mode de Caen,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (2.01 € HT) → 1
PROD-0382,Bière triple 75 cl / 9 Triple à la mode de Caen,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.80 € HT) → 2
PROD-0383,Bière rousse Conté fleurette 33 cl / 24,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.96 € HT) → 1
PROD-0384,Bière rousse Conté fleurette 75 cl / 9,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.64 € HT) → 2
PROD-0385,Bière blonde Pale Ale  33 cl / 24 la Suisse Normande,1,1,3,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.96 € HT) → 1
PROD-0386,Bière blonde Pale Ale  75 cl / 9 la Suisse Normande,2,2,3,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.64 € HT) → 2
PROD-0387,Bière de Noel 33 cl / 24 ça sent le sapin,1,1,,5,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.96 € HT) → 1
PROD-0388,Bière de Noel 75 cl / 9 ça sent le sapin,2,2,,5,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.64 € HT) → 2
PROD-0389,Bière édition limité du moment 33 cl / 24,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.96 € HT) → 1
PROD-0390,Bière édition limité du moment 75 cl / 9,2,2,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.64 € HT) → 2
PROD-0391,Pack 6 bouteilles 33 cl,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (0.85 € HT) → 1
PROD-0392,Pack 6 bouteilles 33 cl + 2 verres,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.16 € HT) → 1
PROD-0393,Pack 3 bouteilles 75 cl,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.06 € HT) → 1
PROD-0394,Pack 1 bouteilles 75 cl + 2 verres,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (1.12 € HT) → 1
PROD-0395,Demi mètre craft logoté composé de 9 bières 33 cl,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (21.35 € HT) → 4
PROD-0396,Pinte 50 cl Brasserie Lalie,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (2.38 € HT) → 1
PROD-0397,Verre à bière Brasserie Lalie 25 cl,1,1,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (2.10 € HT) → 1
PROD-0398,CONNIVENCE BLANC 75 cl  14° en coffret de 6,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (15.90 € HT) → 4
PROD-0399,PINOT NOIR 50 CL rouge 12 ° en coffret de 6,3,3,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (8.80 € HT) → 3
PROD-0400,PINOT NOIR magnum 150 CL rouge 12 ° en coffret de 3,5,5,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (28.75 € HT) → 5
PROD-0401,AUXERROIS 50 CL blanc 12 °  en coffret de 6,3,3,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (6.75 € HT) → 3
PROD-0402,PINOT Gris 50 CL en coffret de 6,3,3,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (8.80 € HT) → 3
PROD-0403,AUXERROIS magnum 150 CL blanc 12 °  en coffret de 3,5,5,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (28.75 € HT) → 5
PROD-0404,Gin 40° 70 cl   Echantillon gratuit pour 6 sur demande,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (23.25 € HT) → 4
PROD-0405,Gin 40 ° 20 cl,3,3,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (9.40 € HT) → 3
PROD-0406,Gin 40° 70 cl   Concombre-basilic-pomme Echantillon gratuit sur demande,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (23.25 € HT) → 4
PROD-0407,Gin fusion  21 ° Rhubarbe Menthe 50 cl,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (13.80 € HT) → 4
PROD-0408,Gin fusion 21° Framboise Hibiscus 50 cl,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (13.80 € HT) → 4
PROD-0409,Vodka 40° 70 cl  Echantillon gratuit pour 6 sur demande,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (20.70 € HT) → 4
PROD-0410,Vodka Normande 40° 20 cl,3,3,3,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (9.40 € HT) → 3
PROD-0411,Liqueur de café Cold brew 25° 70 cl Echantillon gratuit pour 6 sur demande,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (19.50 € HT) → 4
PROD-0412,Liqueur de café Cold brew 25° 20 cl,3,3,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (8.50 € HT) → 3
PROD-0413,Limoncello 50 cl Liqueur de citron Echantillon gratuit pour 6 sur demande,4,4,,,,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (14.60 € HT) → 4
